id,acorn,acorn-grouped
3532,ACORN-H,Comfortable
3535,ACORN-L,Adversity
3540,ACORN-H,Comfortable
3542,ACORN-O,Adversity
3558,ACORN-C,Affluent
3567,ACORN-H,Comfortable
3568,ACORN-J,Comfortable
3575,ACORN-M,Adversity
3579,ACORN-A,Affluent
3596,ACORN-G,Comfortable
3603,ACORN-E,Affluent
3604,ACORN-L,Adversity
3607,ACORN-B,Affluent
3614,ACORN-H,Comfortable
3618,ACORN-M,Adversity
3625,ACORN-H,Comfortable
3636,ACORN-O,Adversity
3641,ACORN-L,Adversity
3646,ACORN-A,Affluent
3658,ACORN-H,Comfortable
3667,ACORN-L,Adversity
3668,ACORN-A,Affluent
3673,ACORN-M,Adversity
3674,ACORN-L,Adversity
3678,ACORN-H,Comfortable
3690,ACORN-H,Comfortable
3702,ACORN-H,Comfortable
3717,ACORN-F,Comfortable
3732,ACORN-H,Comfortable
3739,ACORN-J,Comfortable
3751,ACORN-J,Comfortable
3754,ACORN-H,Comfortable
3773,ACORN-L,Adversity
3778,ACORN-J,Comfortable
3780,ACORN-U,ACORN-U
3791,ACORN-J,Comfortable
3794,ACORN-H,Comfortable
3796,ACORN-G,Comfortable
3797,ACORN-O,Adversity
3800,ACORN-E,Affluent
3812,ACORN-H,Comfortable
3817,ACORN-A,Affluent
3824,ACORN-N,Adversity
3825,ACORN-F,Comfortable
3828,ACORN-G,Comfortable
3833,ACORN-H,Comfortable
3834,ACORN-H,Comfortable
3835,ACORN-N,Adversity
3850,ACORN-N,Adversity
3858,ACORN-J,Comfortable
3860,ACORN-U,ACORN-U
3861,ACORN-K,Adversity
3875,ACORN-H,Comfortable
3876,ACORN-B,Affluent
3878,ACORN-H,Comfortable
3884,ACORN-U,ACORN-U
3894,ACORN-L,Adversity
3896,ACORN-H,Comfortable
3898,ACORN-E,Affluent
3901,ACORN-C,Affluent
3904,ACORN-G,Comfortable
3907,ACORN-C,Affluent
3917,ACORN-H,Comfortable
3924,ACORN-Q,Adversity
3926,ACORN-H,Comfortable
3930,ACORN-H,Comfortable
3939,ACORN-N,Adversity
3940,ACORN-E,Affluent
3956,ACORN-E,Affluent
3957,ACORN-F,Comfortable
3958,ACORN-D,Affluent
3959,ACORN-H,Comfortable
3966,ACORN-E,Affluent
3969,ACORN-H,Comfortable
3970,ACORN-E,Affluent
3985,ACORN-E,Affluent
3997,ACORN-F,Comfortable
4002,ACORN-H,Comfortable
4007,ACORN-D,Affluent
4010,ACORN-U,ACORN-U
4015,ACORN-E,Affluent
4016,ACORN-D,Affluent
4017,ACORN-O,Adversity
4019,ACORN-Q,Adversity
4023,ACORN-F,Comfortable
4026,ACORN-D,Affluent
4027,ACORN-P,Adversity
4030,ACORN-F,Comfortable
4039,ACORN-F,Comfortable
4041,ACORN-E,Affluent
4043,ACORN-M,Adversity
4044,ACORN-Q,Adversity
4049,ACORN-G,Comfortable
4055,ACORN-E,Affluent
4060,ACORN-G,Comfortable
4074,ACORN-Q,Adversity
4075,ACORN-D,Affluent
4078,ACORN-Q,Adversity
4084,ACORN-E,Affluent
4085,ACORN-O,Adversity
4086,ACORN-P,Adversity
4088,ACORN-Q,Adversity
4089,ACORN-Q,Adversity
4102,ACORN-E,Affluent
4103,ACORN-N,Adversity
4111,ACORN-D,Affluent
4132,ACORN-E,Affluent
4141,ACORN-K,Adversity
4143,ACORN-E,Affluent
4163,ACORN-F,Comfortable
4164,ACORN-N,Adversity
4166,ACORN-H,Comfortable
4168,ACORN-Q,Adversity
4179,ACORN-A,Affluent
4193,ACORN-D,Affluent
4194,ACORN-E,Affluent
4208,ACORN-Q,Adversity
4211,ACORN-E,Affluent
4213,ACORN-E,Affluent
4219,ACORN-E,Affluent
4224,ACORN-L,Adversity
4225,ACORN-D,Affluent
4233,ACORN-E,Affluent
4241,ACORN-K,Adversity
4243,ACORN-O,Adversity
4251,ACORN-E,Affluent
4272,ACORN-E,Affluent
4273,ACORN-L,Adversity
4290,ACORN-F,Comfortable
4298,ACORN-E,Affluent
4301,ACORN-F,Comfortable
4319,ACORN-A,Affluent
4327,ACORN-E,Affluent
4332,ACORN-E,Affluent
4335,ACORN-Q,Adversity
4339,ACORN-E,Affluent
4340,ACORN-D,Affluent
4344,ACORN-I,Comfortable
4353,ACORN-E,Affluent
4357,ACORN-Q,Adversity
4373,ACORN-E,Affluent
4380,ACORN-E,Affluent
4384,ACORN-Q,Adversity
4391,ACORN-H,Comfortable
4407,ACORN-N,Adversity
4409,ACORN-D,Affluent
4410,ACORN-E,Affluent
4411,ACORN-E,Affluent
4412,ACORN-F,Comfortable
4418,ACORN-F,Comfortable
4425,ACORN-Q,Adversity
4428,ACORN-E,Affluent
4455,ACORN-C,Affluent
4461,ACORN-Q,Adversity
4463,ACORN-E,Affluent
4470,ACORN-E,Affluent
4473,ACORN-E,Affluent
4494,ACORN-H,Comfortable
4500,ACORN-E,Affluent
4510,ACORN-E,Affluent
4515,ACORN-U,ACORN-U
4524,ACORN-M,Adversity
4532,ACORN-L,Adversity
4539,ACORN-D,Affluent
4540,ACORN-Q,Adversity
4545,ACORN-F,Comfortable
4567,ACORN-B,Affluent
4574,ACORN-E,Affluent
4583,ACORN-Q,Adversity
4585,ACORN-C,Affluent
4589,ACORN-L,Adversity
4591,ACORN-Q,Adversity
4608,ACORN-F,Comfortable
4613,ACORN-E,Affluent
4627,ACORN-E,Affluent
4632,ACORN-Q,Adversity
4635,ACORN-F,Comfortable
4646,ACORN-F,Comfortable
4648,ACORN-E,Affluent
4651,ACORN-H,Comfortable
4660,ACORN-G,Comfortable
4680,ACORN-Q,Adversity
4682,ACORN-E,Affluent
4694,ACORN-E,Affluent
4696,ACORN-K,Adversity
4705,ACORN-E,Affluent
4706,ACORN-E,Affluent
4708,ACORN-F,Comfortable
4718,ACORN-D,Affluent
4721,ACORN-L,Adversity
4724,ACORN-K,Adversity
4730,ACORN-E,Affluent
4738,ACORN-E,Affluent
4740,ACORN-D,Affluent
4745,ACORN-Q,Adversity
4748,ACORN-H,Comfortable
4749,ACORN-H,Comfortable
4760,ACORN-D,Affluent
4776,ACORN-M,Adversity
4782,ACORN-H,Comfortable
4786,ACORN-F,Comfortable
4788,ACORN-U,ACORN-U
4807,ACORN-H,Comfortable
4809,ACORN-Q,Adversity
4815,ACORN-E,Affluent
4817,ACORN-F,Comfortable
4823,ACORN-H,Comfortable
4831,ACORN-K,Adversity
4833,ACORN-E,Affluent
4840,ACORN-F,Comfortable
4844,ACORN-F,Comfortable
4850,ACORN-G,Comfortable
4862,ACORN-F,Comfortable
4875,ACORN-Q,Adversity
4879,ACORN-E,Affluent
4884,ACORN-E,Affluent
4887,ACORN-D,Affluent
4897,ACORN-J,Comfortable
4901,ACORN-J,Comfortable
4902,ACORN-J,Comfortable
4903,ACORN-J,Comfortable
4904,ACORN-E,Affluent
4908,ACORN-E,Affluent
4914,ACORN-E,Affluent
4915,ACORN-D,Affluent
4916,ACORN-D,Affluent
4922,ACORN-H,Comfortable
4927,ACORN-D,Affluent
4928,ACORN-D,Affluent
4929,ACORN-H,Comfortable
4930,ACORN-E,Affluent
4933,ACORN-E,Affluent
4934,ACORN-Q,Adversity
4951,ACORN-P,Adversity
4953,ACORN-D,Affluent
4954,ACORN-E,Affluent
4957,ACORN-B,Affluent
4963,ACORN-E,Affluent
4973,ACORN-E,Affluent
4974,ACORN-E,Affluent
4975,ACORN-F,Comfortable
4980,ACORN-J,Comfortable
4981,ACORN-E,Affluent
4983,ACORN-J,Comfortable
4984,ACORN-E,Affluent
4992,ACORN-E,Affluent
5000,ACORN-Q,Adversity
5002,ACORN-F,Comfortable
5003,ACORN-D,Affluent
5004,ACORN-Q,Adversity
5007,ACORN-E,Affluent
5009,ACORN-E,Affluent
5018,ACORN-E,Affluent
5036,ACORN-U,ACORN-U
5041,ACORN-E,Affluent
5042,ACORN-A,Affluent
5050,ACORN-F,Comfortable
5055,ACORN-E,Affluent
5072,ACORN-H,Comfortable
5073,ACORN-F,Comfortable
5074,ACORN-H,Comfortable
5078,ACORN-F,Comfortable
5088,ACORN-E,Affluent
5096,ACORN-N,Adversity
5101,ACORN-L,Adversity
5114,ACORN-F,Comfortable
5119,ACORN-K,Adversity
5137,ACORN-E,Affluent
5143,ACORN-H,Comfortable
5151,ACORN-H,Comfortable
5153,ACORN-O,Adversity
5165,ACORN-E,Affluent
5166,ACORN-N,Adversity
5170,ACORN-F,Comfortable
5174,ACORN-F,Comfortable
5183,ACORN-E,Affluent
5187,ACORN-E,Affluent
5191,ACORN-F,Comfortable
5195,ACORN-D,Affluent
5214,ACORN-E,Affluent
5216,ACORN-J,Comfortable
5219,ACORN-D,Affluent
5220,ACORN-E,Affluent
5226,ACORN-E,Affluent
5236,ACORN-Q,Adversity
5239,ACORN-G,Comfortable
5244,ACORN-D,Affluent
5254,ACORN-D,Affluent
5261,ACORN-D,Affluent
5263,ACORN-E,Affluent
5267,ACORN-E,Affluent
5268,ACORN-E,Affluent
5270,ACORN-E,Affluent
5273,ACORN-D,Affluent
5275,ACORN-D,Affluent
5276,ACORN-E,Affluent
5277,ACORN-E,Affluent
5280,ACORN-D,Affluent
5282,ACORN-E,Affluent
5288,ACORN-Q,Adversity
5293,ACORN-E,Affluent
5294,ACORN-E,Affluent
5297,ACORN-E,Affluent
5300,ACORN-E,Affluent
5309,ACORN-E,Affluent
5311,ACORN-E,Affluent
5315,ACORN-E,Affluent
5317,ACORN-E,Affluent
5320,ACORN-C,Affluent
5323,ACORN-E,Affluent
5328,ACORN-Q,Adversity
5343,ACORN-E,Affluent
5345,ACORN-P,Adversity
5356,ACORN-E,Affluent
5371,ACORN-L,Adversity
5380,ACORN-D,Affluent
5382,ACORN-E,Affluent
5385,ACORN-P,Adversity
5386,ACORN-P,Adversity
5389,ACORN-Q,Adversity
5397,ACORN-P,Adversity
5398,ACORN-P,Adversity
5402,ACORN-P,Adversity
5405,ACORN-E,Affluent
5406,ACORN-A,Affluent
5408,ACORN-E,Affluent
5409,ACORN-N,Adversity
5412,ACORN-E,Affluent
5418,ACORN-E,Affluent
5433,ACORN-E,Affluent
5439,ACORN-L,Adversity
5450,ACORN-I,Comfortable
5451,ACORN-F,Comfortable
5455,ACORN-E,Affluent
5457,ACORN-E,Affluent
5458,ACORN-Q,Adversity
5461,ACORN-N,Adversity
5463,ACORN-Q,Adversity
5475,ACORN-M,Adversity
5480,ACORN-Q,Adversity
5497,ACORN-E,Affluent
5500,ACORN-Q,Adversity
5512,ACORN-K,Adversity
5518,ACORN-K,Adversity
5525,ACORN-P,Adversity
5526,ACORN-E,Affluent
5527,ACORN-Q,Adversity
5530,ACORN-K,Adversity
5539,ACORN-E,Affluent
5540,ACORN-N,Adversity
5552,ACORN-E,Affluent
