id,acorn,acorn-grouped,aff
4450,ACORN-G,Comfortable,0
4452,ACORN-E,Affluent,1
4453,ACORN-Q,Adversity,0
4454,ACORN-E,Affluent,1
4455,ACORN-C,Affluent,1
4457,ACORN-H,Comfortable,0
4458,ACORN-E,Affluent,1
4459,ACORN-Q,Adversity,0
4460,ACORN-G,Comfortable,0
4461,ACORN-Q,Adversity,0
4462,ACORN-Q,Adversity,0
4463,ACORN-E,Affluent,1
4464,ACORN-K,Adversity,0
4465,ACORN-Q,Adversity,0
4466,ACORN-F,Comfortable,0
4468,ACORN-E,Affluent,1
4469,ACORN-Q,Adversity,0
4470,ACORN-E,Affluent,1
4471,ACORN-E,Affluent,1
4472,ACORN-F,Comfortable,0
4473,ACORN-E,Affluent,1
4474,ACORN-E,Affluent,1
4475,ACORN-D,Affluent,1
4476,ACORN-E,Affluent,1
4477,ACORN-E,Affluent,1
4478,ACORN-F,Comfortable,0
4479,ACORN-O,Adversity,0
4480,ACORN-E,Affluent,1
4481,ACORN-Q,Adversity,0
4482,ACORN-E,Affluent,1
4483,ACORN-F,Comfortable,0
4484,ACORN-G,Comfortable,0
4486,ACORN-Q,Adversity,0
4487,ACORN-E,Affluent,1
4488,ACORN-F,Comfortable,0
4489,ACORN-Q,Adversity,0
4490,ACORN-L,Adversity,0
4492,ACORN-F,Comfortable,0
4494,ACORN-H,Comfortable,0
4495,ACORN-Q,Adversity,0
4496,ACORN-E,Affluent,1
4498,ACORN-Q,Adversity,0
4499,ACORN-F,Comfortable,0
4500,ACORN-E,Affluent,1
4501,ACORN-H,Comfortable,0
4502,ACORN-F,Comfortable,0
4503,ACORN-Q,Adversity,0
4504,ACORN-C,Affluent,1
4505,ACORN-L,Adversity,0
4507,ACORN-L,Adversity,0
4508,ACORN-K,Adversity,0
4510,ACORN-E,Affluent,1
4511,ACORN-E,Affluent,1
4512,ACORN-E,Affluent,1
4513,ACORN-Q,Adversity,0
4514,ACORN-Q,Adversity,0
4515,ACORN-U,ACORN-U,0
4516,ACORN-Q,Adversity,0
4517,ACORN-E,Affluent,1
4518,ACORN-E,Affluent,1
4519,ACORN-E,Affluent,1
4520,ACORN-Q,Adversity,0
4521,ACORN-F,Comfortable,0
4522,ACORN-E,Affluent,1
4523,ACORN-F,Comfortable,0
4524,ACORN-M,Adversity,0
4526,ACORN-F,Comfortable,0
4527,ACORN-D,Affluent,1
4528,ACORN-E,Affluent,1
4529,ACORN-A,Affluent,1
4530,ACORN-Q,Adversity,0
4531,ACORN-E,Affluent,1
4532,ACORN-L,Adversity,0
4533,ACORN-Q,Adversity,0
4534,ACORN-E,Affluent,1
4535,ACORN-E,Affluent,1
4536,ACORN-E,Affluent,1
4537,ACORN-E,Affluent,1
4538,ACORN-E,Affluent,1
4539,ACORN-D,Affluent,1
4540,ACORN-Q,Adversity,0
4541,ACORN-Q,Adversity,0
4542,ACORN-H,Comfortable,0
4544,ACORN-Q,Adversity,0
4545,ACORN-F,Comfortable,0
4546,ACORN-K,Adversity,0
4547,ACORN-P,Adversity,0
4548,ACORN-E,Affluent,1
4549,ACORN-E,Affluent,1
4550,ACORN-P,Adversity,0
4552,ACORN-E,Affluent,1
4553,ACORN-E,Affluent,1
4554,ACORN-A,Affluent,1
4555,ACORN-E,Affluent,1
4556,ACORN-E,Affluent,1
4557,ACORN-F,Comfortable,0
4558,ACORN-Q,Adversity,0
4560,ACORN-E,Affluent,1
4562,ACORN-E,Affluent,1
4563,ACORN-Q,Adversity,0
4564,ACORN-E,Affluent,1
4565,ACORN-E,Affluent,1
4566,ACORN-L,Adversity,0
4567,ACORN-B,Affluent,1
4569,ACORN-Q,Adversity,0
4570,ACORN-U,ACORN-U,0
4571,ACORN-E,Affluent,1
4572,ACORN-F,Comfortable,0
4573,ACORN-Q,Adversity,0
4574,ACORN-E,Affluent,1
4575,ACORN-Q,Adversity,0
4576,ACORN-L,Adversity,0
4577,ACORN-Q,Adversity,0
4578,ACORN-F,Comfortable,0
4579,ACORN-E,Affluent,1
4580,ACORN-F,Comfortable,0
4581,ACORN-E,Affluent,1
4582,ACORN-E,Affluent,1
4583,ACORN-Q,Adversity,0
4584,ACORN-E,Affluent,1
4585,ACORN-C,Affluent,1
4586,ACORN-E,Affluent,1
4587,ACORN-U,ACORN-U,0
4588,ACORN-F,Comfortable,0
4589,ACORN-L,Adversity,0
4591,ACORN-Q,Adversity,0
4594,ACORN-Q,Adversity,0
4595,ACORN-E,Affluent,1
4596,ACORN-J,Comfortable,0
4597,ACORN-Q,Adversity,0
4598,ACORN-Q,Adversity,0
4599,ACORN-Q,Adversity,0
4600,ACORN-F,Comfortable,0
4601,ACORN-E,Affluent,1
4602,ACORN-Q,Adversity,0
4603,ACORN-K,Adversity,0
4607,ACORN-Q,Adversity,0
4608,ACORN-F,Comfortable,0
4612,ACORN-Q,Adversity,0
4613,ACORN-E,Affluent,1
4614,ACORN-E,Affluent,1
4615,ACORN-Q,Adversity,0
4616,ACORN-F,Comfortable,0
4617,ACORN-E,Affluent,1
4618,ACORN-E,Affluent,1
4619,ACORN-E,Affluent,1
4624,ACORN-Q,Adversity,0
4625,ACORN-E,Affluent,1
4626,ACORN-L,Adversity,0
4627,ACORN-E,Affluent,1
4628,ACORN-D,Affluent,1
4629,ACORN-E,Affluent,1
4630,ACORN-N,Adversity,0
4631,ACORN-K,Adversity,0
4632,ACORN-Q,Adversity,0
4634,ACORN-E,Affluent,1
4635,ACORN-F,Comfortable,0
4636,ACORN-F,Comfortable,0
4637,ACORN-D,Affluent,1
4638,ACORN-E,Affluent,1
4642,ACORN-H,Comfortable,0
4643,ACORN-F,Comfortable,0
4644,ACORN-E,Affluent,1
4645,ACORN-E,Affluent,1
4646,ACORN-F,Comfortable,0
4647,ACORN-D,Affluent,1
4648,ACORN-E,Affluent,1
4649,ACORN-U,ACORN-U,0
4650,ACORN-E,Affluent,1
4651,ACORN-H,Comfortable,0
4652,ACORN-Q,Adversity,0
4653,ACORN-D,Affluent,1
4654,ACORN-H,Comfortable,0
4656,ACORN-E,Affluent,1
4658,ACORN-G,Comfortable,0
4659,ACORN-Q,Adversity,0
4660,ACORN-G,Comfortable,0
4662,ACORN-N,Adversity,0
4663,ACORN-Q,Adversity,0
4664,ACORN-C,Affluent,1
4665,ACORN-E,Affluent,1
4666,ACORN-D,Affluent,1
4667,ACORN-Q,Adversity,0
4671,ACORN-E,Affluent,1
4672,ACORN-U,ACORN-U,0
4673,ACORN-C,Affluent,1
4674,ACORN-Q,Adversity,0
4675,ACORN-H,Comfortable,0
4676,ACORN-H,Comfortable,0
4677,ACORN-D,Affluent,1
4678,ACORN-Q,Adversity,0
4680,ACORN-Q,Adversity,0
4681,ACORN-Q,Adversity,0
4682,ACORN-E,Affluent,1
4684,ACORN-Q,Adversity,0
4685,ACORN-G,Comfortable,0
4686,ACORN-D,Affluent,1
4688,ACORN-F,Comfortable,0
4690,ACORN-E,Affluent,1
4692,ACORN-K,Adversity,0
4694,ACORN-E,Affluent,1
4695,ACORN-E,Affluent,1
4696,ACORN-K,Adversity,0
4698,ACORN-F,Comfortable,0
4699,ACORN-E,Affluent,1
4700,ACORN-Q,Adversity,0
4701,ACORN-E,Affluent,1
4702,ACORN-E,Affluent,1
4703,ACORN-G,Comfortable,0
4704,ACORN-D,Affluent,1
4705,ACORN-E,Affluent,1
4706,ACORN-E,Affluent,1
4707,ACORN-E,Affluent,1
4708,ACORN-F,Comfortable,0
4712,ACORN-C,Affluent,1
4715,ACORN-Q,Adversity,0
4717,ACORN-N,Adversity,0
4718,ACORN-D,Affluent,1
4721,ACORN-L,Adversity,0
4723,ACORN-Q,Adversity,0
4724,ACORN-K,Adversity,0
4725,ACORN-F,Comfortable,0
4726,ACORN-F,Comfortable,0
4727,ACORN-E,Affluent,1
4729,ACORN-K,Adversity,0
4730,ACORN-E,Affluent,1
4732,ACORN-F,Comfortable,0
4734,ACORN-Q,Adversity,0
4735,ACORN-Q,Adversity,0
4736,ACORN-E,Affluent,1
4737,ACORN-H,Comfortable,0
4738,ACORN-E,Affluent,1
4739,ACORN-F,Comfortable,0
4740,ACORN-D,Affluent,1
4741,ACORN-Q,Adversity,0
4742,ACORN-K,Adversity,0
4743,ACORN-Q,Adversity,0
4745,ACORN-Q,Adversity,0
4747,ACORN-F,Comfortable,0
4748,ACORN-H,Comfortable,0
4749,ACORN-H,Comfortable,0
4750,ACORN-C,Affluent,1
4752,ACORN-E,Affluent,1
4754,ACORN-I,Comfortable,0
4756,ACORN-E,Affluent,1
4758,ACORN-E,Affluent,1
4759,ACORN-E,Affluent,1
4760,ACORN-D,Affluent,1
4761,ACORN-L,Adversity,0
4763,ACORN-K,Adversity,0
4764,ACORN-Q,Adversity,0
4766,ACORN-H,Comfortable,0
4769,ACORN-E,Affluent,1
4771,ACORN-Q,Adversity,0
4772,ACORN-K,Adversity,0
4773,ACORN-Q,Adversity,0
4774,ACORN-E,Affluent,1
4775,ACORN-E,Affluent,1
4776,ACORN-M,Adversity,0
4777,ACORN-F,Comfortable,0
4778,ACORN-E,Affluent,1
4779,ACORN-E,Affluent,1
4780,ACORN-Q,Adversity,0
4781,ACORN-F,Comfortable,0
4782,ACORN-H,Comfortable,0
4784,ACORN-E,Affluent,1
4785,ACORN-J,Comfortable,0
4786,ACORN-F,Comfortable,0
4787,ACORN-K,Adversity,0
4788,ACORN-U,ACORN-U,0
4790,ACORN-F,Comfortable,0
4791,ACORN-Q,Adversity,0
4792,ACORN-K,Adversity,0
4793,ACORN-L,Adversity,0
4794,ACORN-F,Comfortable,0
4796,ACORN-Q,Adversity,0
4797,ACORN-E,Affluent,1
4798,ACORN-E,Affluent,1
4799,ACORN-Q,Adversity,0
4800,ACORN-F,Comfortable,0
4801,ACORN-H,Comfortable,0
4803,ACORN-E,Affluent,1
4804,ACORN-P,Adversity,0
4805,ACORN-F,Comfortable,0
4806,ACORN-E,Affluent,1
4807,ACORN-H,Comfortable,0
4808,ACORN-Q,Adversity,0
4809,ACORN-Q,Adversity,0
4810,ACORN-N,Adversity,0
4812,ACORN-F,Comfortable,0
4813,ACORN-E,Affluent,1
4815,ACORN-E,Affluent,1
4816,ACORN-Q,Adversity,0
4817,ACORN-F,Comfortable,0
4819,ACORN-E,Affluent,1
4820,ACORN-Q,Adversity,0
4823,ACORN-H,Comfortable,0
4824,ACORN-F,Comfortable,0
4826,ACORN-E,Affluent,1
4828,ACORN-U,ACORN-U,0
4829,ACORN-Q,Adversity,0
4830,ACORN-G,Comfortable,0
4831,ACORN-K,Adversity,0
4833,ACORN-E,Affluent,1
4834,ACORN-F,Comfortable,0
4835,ACORN-Q,Adversity,0
4836,ACORN-E,Affluent,1
4839,ACORN-Q,Adversity,0
4840,ACORN-F,Comfortable,0
4841,ACORN-L,Adversity,0
4842,ACORN-N,Adversity,0
4843,ACORN-D,Affluent,1
4844,ACORN-F,Comfortable,0
4845,ACORN-F,Comfortable,0
4846,ACORN-E,Affluent,1
4847,ACORN-L,Adversity,0
4848,ACORN-C,Affluent,1
4849,ACORN-E,Affluent,1
4850,ACORN-G,Comfortable,0
4852,ACORN-E,Affluent,1
4853,ACORN-K,Adversity,0
4854,ACORN-E,Affluent,1
4856,ACORN-E,Affluent,1
4857,ACORN-E,Affluent,1
4858,ACORN-E,Affluent,1
4859,ACORN-F,Comfortable,0
4860,ACORN-Q,Adversity,0
4861,ACORN-Q,Adversity,0
4862,ACORN-F,Comfortable,0
4863,ACORN-E,Affluent,1
4864,ACORN-E,Affluent,1
4865,ACORN-M,Adversity,0
4866,ACORN-Q,Adversity,0
4867,ACORN-F,Comfortable,0
4868,ACORN-F,Comfortable,0
4869,ACORN-E,Affluent,1
4870,ACORN-Q,Adversity,0
4871,ACORN-E,Affluent,1
4872,ACORN-A,Affluent,1
4873,ACORN-O,Adversity,0
4874,ACORN-G,Comfortable,0
4875,ACORN-Q,Adversity,0
4876,ACORN-E,Affluent,1
4877,ACORN-E,Affluent,1
4878,ACORN-K,Adversity,0
4879,ACORN-E,Affluent,1
4881,ACORN-E,Affluent,1
4882,ACORN-F,Comfortable,0
4884,ACORN-E,Affluent,1
4885,ACORN-E,Affluent,1
4886,ACORN-E,Affluent,1
4887,ACORN-D,Affluent,1
4888,ACORN-D,Affluent,1
4889,ACORN-Q,Adversity,0
4890,ACORN-F,Comfortable,0
4891,ACORN-E,Affluent,1
4892,ACORN-Q,Adversity,0
4894,ACORN-Q,Adversity,0
4895,ACORN-E,Affluent,1
4896,ACORN-P,Adversity,0
4897,ACORN-J,Comfortable,0
4898,ACORN-Q,Adversity,0
4899,ACORN-E,Affluent,1
4900,ACORN-A,Affluent,1
4901,ACORN-J,Comfortable,0
4902,ACORN-J,Comfortable,0
4903,ACORN-J,Comfortable,0
4904,ACORN-E,Affluent,1
4905,ACORN-G,Comfortable,0
4906,ACORN-E,Affluent,1
4907,ACORN-E,Affluent,1
4908,ACORN-E,Affluent,1
4909,ACORN-E,Affluent,1
4911,ACORN-D,Affluent,1
4912,ACORN-F,Comfortable,0
4913,ACORN-E,Affluent,1
4914,ACORN-E,Affluent,1
4915,ACORN-D,Affluent,1
4916,ACORN-D,Affluent,1
4918,ACORN-E,Affluent,1
4919,ACORN-E,Affluent,1
4920,ACORN-Q,Adversity,0
4922,ACORN-H,Comfortable,0
4923,ACORN-E,Affluent,1
4924,ACORN-D,Affluent,1
4925,ACORN-C,Affluent,1
4927,ACORN-D,Affluent,1
4928,ACORN-D,Affluent,1
4929,ACORN-H,Comfortable,0
4930,ACORN-E,Affluent,1
4931,ACORN-P,Adversity,0
4933,ACORN-E,Affluent,1
4934,ACORN-Q,Adversity,0
4935,ACORN-Q,Adversity,0
4936,ACORN-E,Affluent,1
4938,ACORN-E,Affluent,1
4939,ACORN-E,Affluent,1
4940,ACORN-E,Affluent,1
4941,ACORN-Q,Adversity,0
4942,ACORN-E,Affluent,1
4943,ACORN-Q,Adversity,0
4944,ACORN-Q,Adversity,0
4945,ACORN-D,Affluent,1
4946,ACORN-Q,Adversity,0
4947,ACORN-L,Adversity,0
4950,ACORN-E,Affluent,1
4951,ACORN-P,Adversity,0
4953,ACORN-D,Affluent,1
4954,ACORN-E,Affluent,1
4957,ACORN-B,Affluent,1
4958,ACORN-E,Affluent,1
4959,ACORN-D,Affluent,1
4960,ACORN-I,Comfortable,0
4961,ACORN-E,Affluent,1
4962,ACORN-G,Comfortable,0
4963,ACORN-E,Affluent,1
4964,ACORN-E,Affluent,1
4966,ACORN-E,Affluent,1
4967,ACORN-F,Comfortable,0
4970,ACORN-G,Comfortable,0
4971,ACORN-E,Affluent,1
4972,ACORN-E,Affluent,1
4973,ACORN-E,Affluent,1
4974,ACORN-E,Affluent,1
4975,ACORN-F,Comfortable,0
4976,ACORN-D,Affluent,1
4978,ACORN-G,Comfortable,0
4980,ACORN-J,Comfortable,0
4981,ACORN-E,Affluent,1
4982,ACORN-E,Affluent,1
4983,ACORN-J,Comfortable,0
4984,ACORN-E,Affluent,1
4985,ACORN-F,Comfortable,0
4986,ACORN-E,Affluent,1
4987,ACORN-D,Affluent,1
4989,ACORN-C,Affluent,1
4991,ACORN-E,Affluent,1
4992,ACORN-E,Affluent,1
4993,ACORN-E,Affluent,1
4994,ACORN-L,Adversity,0
4995,ACORN-E,Affluent,1
4996,ACORN-E,Affluent,1
4997,ACORN-A,Affluent,1
4998,ACORN-E,Affluent,1
4999,ACORN-E,Affluent,1
5000,ACORN-Q,Adversity,0
5001,ACORN-E,Affluent,1
5002,ACORN-F,Comfortable,0
5003,ACORN-D,Affluent,1
5004,ACORN-Q,Adversity,0
5005,ACORN-E,Affluent,1
5007,ACORN-E,Affluent,1
5008,ACORN-E,Affluent,1
5009,ACORN-E,Affluent,1
5010,ACORN-P,Adversity,0
5014,ACORN-E,Affluent,1
5015,ACORN-D,Affluent,1
5016,ACORN-K,Adversity,0
5018,ACORN-E,Affluent,1
5019,ACORN-Q,Adversity,0
5020,ACORN-E,Affluent,1
5021,ACORN-E,Affluent,1
5024,ACORN-F,Comfortable,0
5025,ACORN-E,Affluent,1
5026,ACORN-E,Affluent,1
5027,ACORN-E,Affluent,1
5028,ACORN-C,Affluent,1
5029,ACORN-E,Affluent,1
5030,ACORN-E,Affluent,1
5032,ACORN-E,Affluent,1
5033,ACORN-E,Affluent,1
5035,ACORN-H,Comfortable,0
5036,ACORN-U,ACORN-U,0
5037,ACORN-E,Affluent,1
5038,ACORN-E,Affluent,1
5040,ACORN-E,Affluent,1
5041,ACORN-E,Affluent,1
5042,ACORN-A,Affluent,1
5043,ACORN-F,Comfortable,0
5044,ACORN-E,Affluent,1
5045,ACORN-Q,Adversity,0
5046,ACORN-N,Adversity,0
5047,ACORN-E,Affluent,1
5048,ACORN-H,Comfortable,0
5049,ACORN-O,Adversity,0
5050,ACORN-F,Comfortable,0
5051,ACORN-J,Comfortable,0
5052,ACORN-Q,Adversity,0
5053,ACORN-Q,Adversity,0
5054,ACORN-N,Adversity,0
5055,ACORN-E,Affluent,1
5056,ACORN-Q,Adversity,0
5058,ACORN-L,Adversity,0
5060,ACORN-F,Comfortable,0
5061,ACORN-J,Comfortable,0
5063,ACORN-E,Affluent,1
5064,ACORN-F,Comfortable,0
5065,ACORN-E,Affluent,1
5066,ACORN-C,Affluent,1
5067,ACORN-F,Comfortable,0
5071,ACORN-F,Comfortable,0
5072,ACORN-H,Comfortable,0
5073,ACORN-F,Comfortable,0
5074,ACORN-H,Comfortable,0
5075,ACORN-E,Affluent,1
5077,ACORN-F,Comfortable,0
5078,ACORN-F,Comfortable,0
5079,ACORN-L,Adversity,0
5081,ACORN-H,Comfortable,0
5082,ACORN-Q,Adversity,0
5084,ACORN-G,Comfortable,0
5086,ACORN-E,Affluent,1
5087,ACORN-Q,Adversity,0
5088,ACORN-E,Affluent,1
5089,ACORN-O,Adversity,0
5090,ACORN-G,Comfortable,0
5092,ACORN-F,Comfortable,0
5094,ACORN-E,Affluent,1
5095,ACORN-Q,Adversity,0
5096,ACORN-N,Adversity,0
5097,ACORN-E,Affluent,1
5098,ACORN-E,Affluent,1
5100,ACORN-G,Comfortable,0
5101,ACORN-L,Adversity,0
5103,ACORN-Q,Adversity,0
5104,ACORN-Q,Adversity,0
5105,ACORN-Q,Adversity,0
5107,ACORN-F,Comfortable,0
5108,ACORN-Q,Adversity,0
5109,ACORN-E,Affluent,1
5112,ACORN-C,Affluent,1
5113,ACORN-E,Affluent,1
5114,ACORN-F,Comfortable,0
5115,ACORN-Q,Adversity,0
5116,ACORN-Q,Adversity,0
5117,ACORN-E,Affluent,1
5118,ACORN-E,Affluent,1
5119,ACORN-K,Adversity,0
5120,ACORN-E,Affluent,1
5123,ACORN-F,Comfortable,0
5125,ACORN-N,Adversity,0
5126,ACORN-F,Comfortable,0
5128,ACORN-P,Adversity,0
5129,ACORN-F,Comfortable,0
5130,ACORN-G,Comfortable,0
5131,ACORN-E,Affluent,1
5132,ACORN-G,Comfortable,0
5133,ACORN-F,Comfortable,0
5135,ACORN-H,Comfortable,0
5136,ACORN-Q,Adversity,0
5137,ACORN-E,Affluent,1
5138,ACORN-E,Affluent,1
5139,ACORN-G,Comfortable,0
5140,ACORN-O,Adversity,0
5141,ACORN-H,Comfortable,0
5142,ACORN-Q,Adversity,0
5143,ACORN-H,Comfortable,0
5144,ACORN-L,Adversity,0
5145,ACORN-Q,Adversity,0
5151,ACORN-H,Comfortable,0
5153,ACORN-O,Adversity,0
5154,ACORN-D,Affluent,1
5155,ACORN-F,Comfortable,0
5156,ACORN-E,Affluent,1
5158,ACORN-Q,Adversity,0
5163,ACORN-Q,Adversity,0
5165,ACORN-E,Affluent,1
5166,ACORN-N,Adversity,0
5167,ACORN-F,Comfortable,0
5168,ACORN-K,Adversity,0
5169,ACORN-F,Comfortable,0
5170,ACORN-F,Comfortable,0
5174,ACORN-F,Comfortable,0
5175,ACORN-E,Affluent,1
5176,ACORN-F,Comfortable,0
5177,ACORN-E,Affluent,1
5178,ACORN-E,Affluent,1
5181,ACORN-D,Affluent,1
5182,ACORN-D,Affluent,1
5183,ACORN-E,Affluent,1
5185,ACORN-E,Affluent,1
5187,ACORN-E,Affluent,1
5188,ACORN-F,Comfortable,0
5191,ACORN-F,Comfortable,0
5192,ACORN-E,Affluent,1
5193,ACORN-L,Adversity,0
5194,ACORN-Q,Adversity,0
5195,ACORN-D,Affluent,1
5196,ACORN-E,Affluent,1
5198,ACORN-E,Affluent,1
5199,ACORN-E,Affluent,1
5201,ACORN-F,Comfortable,0
5202,ACORN-E,Affluent,1
5203,ACORN-E,Affluent,1
5205,ACORN-D,Affluent,1
5206,ACORN-D,Affluent,1
5208,ACORN-F,Comfortable,0
5209,ACORN-E,Affluent,1
5210,ACORN-F,Comfortable,0
5211,ACORN-D,Affluent,1
5213,ACORN-G,Comfortable,0
5214,ACORN-E,Affluent,1
5215,ACORN-E,Affluent,1
5216,ACORN-J,Comfortable,0
5217,ACORN-E,Affluent,1
5218,ACORN-E,Affluent,1
5219,ACORN-D,Affluent,1
5220,ACORN-E,Affluent,1
5221,ACORN-E,Affluent,1
5222,ACORN-E,Affluent,1
5223,ACORN-E,Affluent,1
5224,ACORN-D,Affluent,1
5225,ACORN-E,Affluent,1
5226,ACORN-E,Affluent,1
5227,ACORN-E,Affluent,1
5228,ACORN-Q,Adversity,0
5229,ACORN-H,Comfortable,0
5230,ACORN-F,Comfortable,0
5231,ACORN-E,Affluent,1
5232,ACORN-E,Affluent,1
5233,ACORN-E,Affluent,1
5234,ACORN-E,Affluent,1
5235,ACORN-E,Affluent,1
5236,ACORN-Q,Adversity,0
5237,ACORN-Q,Adversity,0
5238,ACORN-E,Affluent,1
5239,ACORN-G,Comfortable,0
5241,ACORN-F,Comfortable,0
5242,ACORN-E,Affluent,1
5243,ACORN-F,Comfortable,0
5244,ACORN-D,Affluent,1
5245,ACORN-F,Comfortable,0
5246,ACORN-F,Comfortable,0
5247,ACORN-J,Comfortable,0
5248,ACORN-E,Affluent,1
5249,ACORN-D,Affluent,1
5251,ACORN-E,Affluent,1
5252,ACORN-D,Affluent,1
5253,ACORN-E,Affluent,1
5254,ACORN-D,Affluent,1
5257,ACORN-E,Affluent,1
5258,ACORN-Q,Adversity,0
5259,ACORN-H,Comfortable,0
5260,ACORN-Q,Adversity,0
5261,ACORN-D,Affluent,1
5262,ACORN-E,Affluent,1
5263,ACORN-E,Affluent,1
5264,ACORN-F,Comfortable,0
5265,ACORN-Q,Adversity,0
5267,ACORN-E,Affluent,1
5268,ACORN-E,Affluent,1
5269,ACORN-E,Affluent,1
5270,ACORN-E,Affluent,1
5272,ACORN-P,Adversity,0
5273,ACORN-D,Affluent,1
5275,ACORN-D,Affluent,1
5276,ACORN-E,Affluent,1
5277,ACORN-E,Affluent,1
5280,ACORN-D,Affluent,1
5282,ACORN-E,Affluent,1
5283,ACORN-A,Affluent,1
5285,ACORN-E,Affluent,1
5286,ACORN-E,Affluent,1
5287,ACORN-Q,Adversity,0
5288,ACORN-Q,Adversity,0
5289,ACORN-P,Adversity,0
5293,ACORN-E,Affluent,1
5294,ACORN-E,Affluent,1
5295,ACORN-E,Affluent,1
5296,ACORN-E,Affluent,1
5297,ACORN-E,Affluent,1
5298,ACORN-H,Comfortable,0
5299,ACORN-E,Affluent,1
5300,ACORN-E,Affluent,1
5301,ACORN-E,Affluent,1
5302,ACORN-E,Affluent,1
5303,ACORN-M,Adversity,0
5304,ACORN-E,Affluent,1
5305,ACORN-F,Comfortable,0
5307,ACORN-E,Affluent,1
5309,ACORN-E,Affluent,1
5311,ACORN-E,Affluent,1
5312,ACORN-M,Adversity,0
5313,ACORN-E,Affluent,1
5314,ACORN-E,Affluent,1
5315,ACORN-E,Affluent,1
5316,ACORN-D,Affluent,1
5317,ACORN-E,Affluent,1
5318,ACORN-D,Affluent,1
5319,ACORN-E,Affluent,1
5320,ACORN-C,Affluent,1
5322,ACORN-E,Affluent,1
5323,ACORN-E,Affluent,1
5325,ACORN-F,Comfortable,0
5326,ACORN-E,Affluent,1
5327,ACORN-E,Affluent,1
5328,ACORN-Q,Adversity,0
5329,ACORN-E,Affluent,1
5330,ACORN-H,Comfortable,0
5331,ACORN-E,Affluent,1
5332,ACORN-Q,Adversity,0
5333,ACORN-E,Affluent,1
5334,ACORN-E,Affluent,1
5335,ACORN-P,Adversity,0
5336,ACORN-Q,Adversity,0
5337,ACORN-P,Adversity,0
5338,ACORN-L,Adversity,0
5339,ACORN-Q,Adversity,0
5340,ACORN-P,Adversity,0
5343,ACORN-E,Affluent,1
5344,ACORN-P,Adversity,0
5345,ACORN-P,Adversity,0
5346,ACORN-E,Affluent,1
5348,ACORN-P,Adversity,0
5350,ACORN-P,Adversity,0
5351,ACORN-D,Affluent,1
5353,ACORN-E,Affluent,1
5355,ACORN-E,Affluent,1
5356,ACORN-E,Affluent,1
5357,ACORN-L,Adversity,0
5358,ACORN-E,Affluent,1
5360,ACORN-E,Affluent,1
5361,ACORN-F,Comfortable,0
5362,ACORN-E,Affluent,1
5363,ACORN-U,ACORN-U,0
5364,ACORN-Q,Adversity,0
5365,ACORN-E,Affluent,1
5366,ACORN-H,Comfortable,0
5367,ACORN-E,Affluent,1
5369,ACORN-Q,Adversity,0
5371,ACORN-L,Adversity,0
5372,ACORN-F,Comfortable,0
5373,ACORN-E,Affluent,1
5374,ACORN-G,Comfortable,0
5375,ACORN-E,Affluent,1
5376,ACORN-P,Adversity,0
5377,ACORN-P,Adversity,0
5378,ACORN-E,Affluent,1
5379,ACORN-F,Comfortable,0
5380,ACORN-D,Affluent,1
5381,ACORN-Q,Adversity,0
5382,ACORN-E,Affluent,1
5383,ACORN-E,Affluent,1
5385,ACORN-P,Adversity,0
5386,ACORN-P,Adversity,0
5387,ACORN-E,Affluent,1
5388,ACORN-P,Adversity,0
5389,ACORN-Q,Adversity,0
5390,ACORN-E,Affluent,1
5391,ACORN-E,Affluent,1
5392,ACORN-E,Affluent,1
5393,ACORN-E,Affluent,1
5394,ACORN-E,Affluent,1
5397,ACORN-P,Adversity,0
5398,ACORN-P,Adversity,0
5399,ACORN-E,Affluent,1
5400,ACORN-E,Affluent,1
5402,ACORN-P,Adversity,0
5403,ACORN-E,Affluent,1
5404,ACORN-E,Affluent,1
5405,ACORN-E,Affluent,1
5406,ACORN-A,Affluent,1
5407,ACORN-E,Affluent,1
5408,ACORN-E,Affluent,1
5409,ACORN-N,Adversity,0
5410,ACORN-G,Comfortable,0
5411,ACORN-E,Affluent,1
5412,ACORN-E,Affluent,1
5414,ACORN-Q,Adversity,0
5415,ACORN-E,Affluent,1
5416,ACORN-E,Affluent,1
5417,ACORN-E,Affluent,1
5418,ACORN-E,Affluent,1
5419,ACORN-E,Affluent,1
5420,ACORN-E,Affluent,1
5421,ACORN-A,Affluent,1
5422,ACORN-P,Adversity,0
5423,ACORN-E,Affluent,1
5424,ACORN-U,ACORN-U,0
5425,ACORN-F,Comfortable,0
5426,ACORN-E,Affluent,1
5428,ACORN-E,Affluent,1
5430,ACORN-G,Comfortable,0
5431,ACORN-F,Comfortable,0
5433,ACORN-E,Affluent,1
5435,ACORN-Q,Adversity,0
5436,ACORN-L,Adversity,0
5437,ACORN-E,Affluent,1
5438,ACORN-F,Comfortable,0
5439,ACORN-L,Adversity,0
5440,ACORN-E,Affluent,1
5441,ACORN-F,Comfortable,0
5442,ACORN-E,Affluent,1
5443,ACORN-G,Comfortable,0
5444,ACORN-H,Comfortable,0
5446,ACORN-E,Affluent,1
5447,ACORN-E,Affluent,1
5450,ACORN-I,Comfortable,0
5451,ACORN-F,Comfortable,0
5452,ACORN-Q,Adversity,0
5453,ACORN-D,Affluent,1
5454,ACORN-E,Affluent,1
5455,ACORN-E,Affluent,1
