id,acorn,acorn-grouped
3273,ACORN-E,Affluent
3275,ACORN-C,Affluent
3276,ACORN-G,Comfortable
3278,ACORN-C,Affluent
3279,ACORN-H,Comfortable
3280,ACORN-M,Adversity
3281,ACORN-A,Affluent
3282,ACORN-N,Adversity
3283,ACORN-C,Affluent
3284,ACORN-H,Comfortable
3287,ACORN-C,Affluent
3288,ACORN-C,Affluent
3289,ACORN-L,Adversity
3290,ACORN-E,Affluent
3291,ACORN-L,Adversity
3292,ACORN-H,Comfortable
3293,ACORN-H,Comfortable
3294,ACORN-H,Comfortable
3295,ACORN-G,Comfortable
3296,ACORN-O,Adversity
3297,ACORN-L,Adversity
3299,ACORN-C,Affluent
3300,ACORN-L,Adversity
3301,ACORN-O,Adversity
3302,ACORN-G,Comfortable
3303,ACORN-M,Adversity
3304,ACORN-G,Comfortable
3305,ACORN-A,Affluent
3306,ACORN-H,Comfortable
3307,ACORN-G,Comfortable
3309,ACORN-J,Comfortable
3310,ACORN-L,Adversity
3311,ACORN-L,Adversity
3312,ACORN-E,Affluent
3313,ACORN-C,Affluent
3314,ACORN-H,Comfortable
3316,ACORN-L,Adversity
3317,ACORN-U,ACORN-U
3318,ACORN-H,Comfortable
3319,ACORN-C,Affluent
3320,ACORN-H,Comfortable
3322,ACORN-H,Comfortable
3323,ACORN-H,Comfortable
3324,ACORN-H,Comfortable
3325,ACORN-L,Adversity
3326,ACORN-L,Adversity
3327,ACORN-H,Comfortable
3328,ACORN-U,ACORN-U
3329,ACORN-J,Comfortable
3330,ACORN-H,Comfortable
3332,ACORN-G,Comfortable
3335,ACORN-C,Affluent
3336,ACORN-C,Affluent
3339,ACORN-C,Affluent
3340,ACORN-H,Comfortable
3341,ACORN-J,Comfortable
3342,ACORN-G,Comfortable
3343,ACORN-I,Comfortable
3344,ACORN-J,Comfortable
3345,ACORN-L,Adversity
3348,ACORN-A,Affluent
3349,ACORN-C,Affluent
3350,ACORN-L,Adversity
3351,ACORN-L,Adversity
3352,ACORN-H,Comfortable
3353,ACORN-J,Comfortable
3354,ACORN-H,Comfortable
3355,ACORN-B,Affluent
3356,ACORN-J,Comfortable
3357,ACORN-C,Affluent
3359,ACORN-G,Comfortable
3361,ACORN-J,Comfortable
3362,ACORN-E,Affluent
3363,ACORN-G,Comfortable
3364,ACORN-D,Affluent
3367,ACORN-J,Comfortable
3368,ACORN-C,Affluent
3369,ACORN-L,Adversity
3370,ACORN-G,Comfortable
3371,ACORN-J,Comfortable
3373,ACORN-O,Adversity
3374,ACORN-L,Adversity
3375,ACORN-H,Comfortable
3376,ACORN-O,Adversity
3377,ACORN-M,Adversity
3378,ACORN-E,Affluent
3380,ACORN-L,Adversity
3381,ACORN-N,Adversity
3382,ACORN-H,Comfortable
3383,ACORN-J,Comfortable
3384,ACORN-N,Adversity
3385,ACORN-G,Comfortable
3386,ACORN-M,Adversity
3388,ACORN-A,Affluent
3389,ACORN-H,Comfortable
3391,ACORN-G,Comfortable
3392,ACORN-C,Affluent
3393,ACORN-G,Comfortable
3394,ACORN-A,Affluent
3395,ACORN-H,Comfortable
3397,ACORN-N,Adversity
3398,ACORN-L,Adversity
3400,ACORN-A,Affluent
3401,ACORN-M,Adversity
3402,ACORN-M,Adversity
3403,ACORN-B,Affluent
3404,ACORN-H,Comfortable
3405,ACORN-H,Comfortable
3406,ACORN-H,Comfortable
3407,ACORN-U,ACORN-U
3408,ACORN-H,Comfortable
3410,ACORN-J,Comfortable
3411,ACORN-L,Adversity
3412,ACORN-N,Adversity
3413,ACORN-N,Adversity
3415,ACORN-L,Adversity
3416,ACORN-L,Adversity
3417,ACORN-H,Comfortable
3418,ACORN-L,Adversity
3420,ACORN-N,Adversity
3421,ACORN-H,Comfortable
3422,ACORN-A,Affluent
3423,ACORN-A,Affluent
3424,ACORN-L,Adversity
3426,ACORN-H,Comfortable
3428,ACORN-A,Affluent
3431,ACORN-F,Comfortable
3432,ACORN-H,Comfortable
3433,ACORN-O,Adversity
3435,ACORN-L,Adversity
3437,ACORN-N,Adversity
3438,ACORN-H,Comfortable
3440,ACORN-I,Comfortable
3441,ACORN-B,Affluent
3442,ACORN-C,Affluent
3443,ACORN-L,Adversity
3444,ACORN-Q,Adversity
3445,ACORN-B,Affluent
3446,ACORN-J,Comfortable
3447,ACORN-I,Comfortable
3448,ACORN-M,Adversity
3449,ACORN-A,Affluent
3450,ACORN-H,Comfortable
3451,ACORN-E,Affluent
3452,ACORN-G,Comfortable
3453,ACORN-H,Comfortable
3454,ACORN-I,Comfortable
3455,ACORN-L,Adversity
3456,ACORN-H,Comfortable
3457,ACORN-H,Comfortable
3458,ACORN-M,Adversity
3459,ACORN-L,Adversity
3460,ACORN-E,Affluent
3462,ACORN-O,Adversity
3463,ACORN-A,Affluent
3464,ACORN-H,Comfortable
3465,ACORN-E,Affluent
3466,ACORN-N,Adversity
3468,ACORN-M,Adversity
3469,ACORN-H,Comfortable
3470,ACORN-G,Comfortable
3473,ACORN-H,Comfortable
3475,ACORN-G,Comfortable
3477,ACORN-H,Comfortable
3478,ACORN-G,Comfortable
3479,ACORN-N,Adversity
3480,ACORN-G,Comfortable
3481,ACORN-L,Adversity
3482,ACORN-A,Affluent
3484,ACORN-O,Adversity
3485,ACORN-G,Comfortable
3486,ACORN-C,Affluent
3487,ACORN-C,Affluent
3488,ACORN-H,Comfortable
3490,ACORN-H,Comfortable
3491,ACORN-L,Adversity
3492,ACORN-N,Adversity
3493,ACORN-H,Comfortable
3494,ACORN-H,Comfortable
3495,ACORN-H,Comfortable
3496,ACORN-L,Adversity
3497,ACORN-M,Adversity
3498,ACORN-M,Adversity
3499,ACORN-C,Affluent
3500,ACORN-M,Adversity
3501,ACORN-I,Comfortable
3504,ACORN-L,Adversity
3506,ACORN-E,Affluent
3507,ACORN-J,Comfortable
3508,ACORN-L,Adversity
3509,ACORN-F,Comfortable
3510,ACORN-L,Adversity
3511,ACORN-C,Affluent
3512,ACORN-G,Comfortable
3514,ACORN-H,Comfortable
3515,ACORN-H,Comfortable
3516,ACORN-O,Adversity
3517,ACORN-M,Adversity
3518,ACORN-M,Adversity
3519,ACORN-F,Comfortable
3520,ACORN-L,Adversity
3521,ACORN-Q,Adversity
3522,ACORN-Q,Adversity
3526,ACORN-L,Adversity
3527,ACORN-H,Comfortable
3529,ACORN-H,Comfortable
3530,ACORN-Q,Adversity
3532,ACORN-H,Comfortable
3533,ACORN-L,Adversity
3534,ACORN-G,Comfortable
3535,ACORN-L,Adversity
3537,ACORN-L,Adversity
3538,ACORN-Q,Adversity
3540,ACORN-H,Comfortable
3542,ACORN-O,Adversity
3543,ACORN-M,Adversity
3546,ACORN-Q,Adversity
3547,ACORN-I,Comfortable
3548,ACORN-C,Affluent
3549,ACORN-N,Adversity
3551,ACORN-H,Comfortable
3552,ACORN-G,Comfortable
3553,ACORN-A,Affluent
3554,ACORN-E,Affluent
3556,ACORN-C,Affluent
3557,ACORN-A,Affluent
3558,ACORN-C,Affluent
3561,ACORN-H,Comfortable
3562,ACORN-E,Affluent
3563,ACORN-M,Adversity
3564,ACORN-L,Adversity
3565,ACORN-L,Adversity
3566,ACORN-A,Affluent
3567,ACORN-H,Comfortable
3568,ACORN-J,Comfortable
3569,ACORN-L,Adversity
3570,ACORN-H,Comfortable
3572,ACORN-Q,Adversity
3573,ACORN-H,Comfortable
3574,ACORN-L,Adversity
3575,ACORN-M,Adversity
3576,ACORN-L,Adversity
3577,ACORN-L,Adversity
3578,ACORN-O,Adversity
3579,ACORN-A,Affluent
3582,ACORN-J,Comfortable
3583,ACORN-H,Comfortable
3584,ACORN-C,Affluent
3585,ACORN-H,Comfortable
3586,ACORN-Q,Adversity
3587,ACORN-F,Comfortable
3589,ACORN-G,Comfortable
3590,ACORN-M,Adversity
3591,ACORN-H,Comfortable
3592,ACORN-C,Affluent
3593,ACORN-L,Adversity
3594,ACORN-Q,Adversity
3595,ACORN-H,Comfortable
3596,ACORN-G,Comfortable
3597,ACORN-A,Affluent
3598,ACORN-L,Adversity
3599,ACORN-H,Comfortable
3600,ACORN-G,Comfortable
3601,ACORN-I,Comfortable
3602,ACORN-H,Comfortable
3603,ACORN-E,Affluent
3604,ACORN-L,Adversity
3607,ACORN-B,Affluent
3608,ACORN-M,Adversity
3609,ACORN-L,Adversity
3610,ACORN-H,Comfortable
3611,ACORN-H,Comfortable
3612,ACORN-L,Adversity
3613,ACORN-A,Affluent
3614,ACORN-H,Comfortable
3615,ACORN-H,Comfortable
3616,ACORN-P,Adversity
3618,ACORN-M,Adversity
3619,ACORN-U,ACORN-U
3620,ACORN-M,Adversity
3621,ACORN-G,Comfortable
3622,ACORN-M,Adversity
3623,ACORN-L,Adversity
3624,ACORN-M,Adversity
3625,ACORN-H,Comfortable
3627,ACORN-G,Comfortable
3628,ACORN-N,Adversity
3629,ACORN-L,Adversity
3630,ACORN-Q,Adversity
3631,ACORN-O,Adversity
3632,ACORN-O,Adversity
3633,ACORN-H,Comfortable
3635,ACORN-H,Comfortable
3636,ACORN-O,Adversity
3639,ACORN-C,Affluent
3640,ACORN-L,Adversity
3641,ACORN-L,Adversity
3642,ACORN-C,Affluent
3644,ACORN-L,Adversity
3645,ACORN-Q,Adversity
3646,ACORN-A,Affluent
3647,ACORN-N,Adversity
3650,ACORN-H,Comfortable
3651,ACORN-N,Adversity
3653,ACORN-H,Comfortable
3654,ACORN-O,Adversity
3655,ACORN-H,Comfortable
3656,ACORN-A,Affluent
3657,ACORN-Q,Adversity
3658,ACORN-H,Comfortable
3659,ACORN-H,Comfortable
3660,ACORN-L,Adversity
3662,ACORN-F,Comfortable
3663,ACORN-G,Comfortable
3664,ACORN-Q,Adversity
3667,ACORN-L,Adversity
3668,ACORN-A,Affluent
3670,ACORN-H,Comfortable
3671,ACORN-N,Adversity
3672,ACORN-G,Comfortable
3673,ACORN-M,Adversity
3674,ACORN-L,Adversity
3676,ACORN-Q,Adversity
3678,ACORN-H,Comfortable
3680,ACORN-A,Affluent
3681,ACORN-G,Comfortable
3683,ACORN-A,Affluent
3685,ACORN-H,Comfortable
3686,ACORN-A,Affluent
3687,ACORN-G,Comfortable
3688,ACORN-L,Adversity
3689,ACORN-F,Comfortable
3690,ACORN-H,Comfortable
3691,ACORN-O,Adversity
3692,ACORN-L,Adversity
3693,ACORN-Q,Adversity
3694,ACORN-O,Adversity
3696,ACORN-H,Comfortable
3697,ACORN-H,Comfortable
3698,ACORN-L,Adversity
3699,ACORN-H,Comfortable
3700,ACORN-P,Adversity
3701,ACORN-H,Comfortable
3702,ACORN-H,Comfortable
3704,ACORN-N,Adversity
3707,ACORN-Q,Adversity
3709,ACORN-D,Affluent
3710,ACORN-E,Affluent
3711,ACORN-E,Affluent
3712,ACORN-H,Comfortable
3714,ACORN-Q,Adversity
3715,ACORN-H,Comfortable
3716,ACORN-E,Affluent
3717,ACORN-F,Comfortable
3718,ACORN-A,Affluent
3719,ACORN-A,Affluent
3720,ACORN-H,Comfortable
3721,ACORN-J,Comfortable
3724,ACORN-E,Affluent
3725,ACORN-E,Affluent
3726,ACORN-L,Adversity
3727,ACORN-L,Adversity
3729,ACORN-G,Comfortable
3730,ACORN-O,Adversity
3731,ACORN-C,Affluent
3732,ACORN-H,Comfortable
3733,ACORN-G,Comfortable
3734,ACORN-G,Comfortable
3735,ACORN-G,Comfortable
3737,ACORN-A,Affluent
3739,ACORN-J,Comfortable
3740,ACORN-A,Affluent
3741,ACORN-Q,Adversity
3742,ACORN-O,Adversity
3743,ACORN-H,Comfortable
3744,ACORN-O,Adversity
3746,ACORN-E,Affluent
3748,ACORN-C,Affluent
3749,ACORN-M,Adversity
3750,ACORN-H,Comfortable
3751,ACORN-J,Comfortable
3752,ACORN-L,Adversity
3754,ACORN-H,Comfortable
3755,ACORN-C,Affluent
3756,ACORN-O,Adversity
3757,ACORN-L,Adversity
3759,ACORN-H,Comfortable
3761,ACORN-Q,Adversity
3763,ACORN-L,Adversity
3764,ACORN-K,Adversity
3765,ACORN-L,Adversity
3767,ACORN-Q,Adversity
3768,ACORN-H,Comfortable
3770,ACORN-L,Adversity
3772,ACORN-O,Adversity
3773,ACORN-L,Adversity
3774,ACORN-I,Comfortable
3775,ACORN-A,Affluent
3776,ACORN-C,Affluent
3777,ACORN-E,Affluent
3778,ACORN-J,Comfortable
3779,ACORN-O,Adversity
3780,ACORN-U,ACORN-U
3781,ACORN-N,Adversity
3784,ACORN-H,Comfortable
3785,ACORN-L,Adversity
3786,ACORN-M,Adversity
3787,ACORN-C,Affluent
3789,ACORN-E,Affluent
3790,ACORN-E,Affluent
3791,ACORN-J,Comfortable
3792,ACORN-Q,Adversity
3793,ACORN-L,Adversity
3794,ACORN-H,Comfortable
3795,ACORN-H,Comfortable
3796,ACORN-G,Comfortable
3797,ACORN-O,Adversity
3798,ACORN-N,Adversity
3799,ACORN-I,Comfortable
3800,ACORN-E,Affluent
3801,ACORN-H,Comfortable
3802,ACORN-J,Comfortable
3803,ACORN-I,Comfortable
3804,ACORN-C,Affluent
3805,ACORN-A,Affluent
3806,ACORN-H,Comfortable
3809,ACORN-H,Comfortable
3810,ACORN-G,Comfortable
3811,ACORN-F,Comfortable
3812,ACORN-H,Comfortable
3813,ACORN-Q,Adversity
3814,ACORN-G,Comfortable
3815,ACORN-H,Comfortable
3817,ACORN-A,Affluent
3818,ACORN-E,Affluent
3819,ACORN-G,Comfortable
3821,ACORN-L,Adversity
3822,ACORN-B,Affluent
3824,ACORN-N,Adversity
3825,ACORN-F,Comfortable
3826,ACORN-A,Affluent
3828,ACORN-G,Comfortable
3830,ACORN-G,Comfortable
3831,ACORN-G,Comfortable
3832,ACORN-H,Comfortable
3833,ACORN-H,Comfortable
3834,ACORN-H,Comfortable
3835,ACORN-N,Adversity
3836,ACORN-L,Adversity
3837,ACORN-N,Adversity
3838,ACORN-L,Adversity
3839,ACORN-H,Comfortable
3840,ACORN-A,Affluent
3841,ACORN-K,Adversity
3842,ACORN-H,Comfortable
3843,ACORN-C,Affluent
3844,ACORN-A,Affluent
3845,ACORN-E,Affluent
3846,ACORN-J,Comfortable
3847,ACORN-G,Comfortable
3849,ACORN-Q,Adversity
3850,ACORN-N,Adversity
3851,ACORN-A,Affluent
3853,ACORN-Q,Adversity
3854,ACORN-E,Affluent
3855,ACORN-H,Comfortable
3856,ACORN-A,Affluent
3857,ACORN-H,Comfortable
3858,ACORN-J,Comfortable
3859,ACORN-H,Comfortable
3860,ACORN-U,ACORN-U
3861,ACORN-K,Adversity
3863,ACORN-A,Affluent
3864,ACORN-I,Comfortable
3866,ACORN-H,Comfortable
3867,ACORN-H,Comfortable
3868,ACORN-G,Comfortable
3870,ACORN-G,Comfortable
3871,ACORN-G,Comfortable
3872,ACORN-Q,Adversity
3873,ACORN-H,Comfortable
3874,ACORN-A,Affluent
3875,ACORN-H,Comfortable
3876,ACORN-B,Affluent
3877,ACORN-J,Comfortable
3878,ACORN-H,Comfortable
3879,ACORN-H,Comfortable
3880,ACORN-L,Adversity
3881,ACORN-I,Comfortable
3882,ACORN-H,Comfortable
3883,ACORN-O,Adversity
3884,ACORN-U,ACORN-U
3885,ACORN-Q,Adversity
3886,ACORN-P,Adversity
3887,ACORN-M,Adversity
3888,ACORN-H,Comfortable
3889,ACORN-C,Affluent
3891,ACORN-L,Adversity
3893,ACORN-F,Comfortable
3894,ACORN-L,Adversity
3896,ACORN-H,Comfortable
3898,ACORN-E,Affluent
3900,ACORN-B,Affluent
3901,ACORN-C,Affluent
3902,ACORN-L,Adversity
3904,ACORN-G,Comfortable
3905,ACORN-F,Comfortable
3906,ACORN-E,Affluent
3907,ACORN-C,Affluent
3908,ACORN-B,Affluent
3909,ACORN-L,Adversity
3910,ACORN-E,Affluent
3912,ACORN-C,Affluent
3913,ACORN-N,Adversity
3917,ACORN-H,Comfortable
3918,ACORN-L,Adversity
3920,ACORN-E,Affluent
3921,ACORN-Q,Adversity
3922,ACORN-L,Adversity
3923,ACORN-N,Adversity
3924,ACORN-Q,Adversity
3925,ACORN-H,Comfortable
3926,ACORN-H,Comfortable
3927,ACORN-N,Adversity
3928,ACORN-F,Comfortable
3929,ACORN-O,Adversity
3930,ACORN-H,Comfortable
3931,ACORN-Q,Adversity
3932,ACORN-E,Affluent
3933,ACORN-C,Affluent
3934,ACORN-E,Affluent
3936,ACORN-Q,Adversity
3937,ACORN-F,Comfortable
3938,ACORN-E,Affluent
3939,ACORN-N,Adversity
3940,ACORN-E,Affluent
3941,ACORN-F,Comfortable
3942,ACORN-Q,Adversity
3943,ACORN-E,Affluent
3944,ACORN-E,Affluent
3945,ACORN-E,Affluent
3946,ACORN-E,Affluent
3948,ACORN-P,Adversity
3949,ACORN-E,Affluent
3950,ACORN-F,Comfortable
3952,ACORN-E,Affluent
3953,ACORN-E,Affluent
3955,ACORN-Q,Adversity
3956,ACORN-E,Affluent
3957,ACORN-F,Comfortable
3958,ACORN-D,Affluent
3959,ACORN-H,Comfortable
3961,ACORN-M,Adversity
3962,ACORN-E,Affluent
3963,ACORN-F,Comfortable
3964,ACORN-Q,Adversity
3965,ACORN-F,Comfortable
3966,ACORN-E,Affluent
3969,ACORN-H,Comfortable
3970,ACORN-E,Affluent
3971,ACORN-F,Comfortable
3972,ACORN-L,Adversity
3974,ACORN-E,Affluent
3976,ACORN-N,Adversity
3978,ACORN-Q,Adversity
3979,ACORN-F,Comfortable
3980,ACORN-Q,Adversity
3981,ACORN-F,Comfortable
3983,ACORN-F,Comfortable
3985,ACORN-E,Affluent
3986,ACORN-H,Comfortable
3987,ACORN-D,Affluent
3990,ACORN-K,Adversity
3992,ACORN-U,ACORN-U
3993,ACORN-E,Affluent
3994,ACORN-E,Affluent
3995,ACORN-P,Adversity
3996,ACORN-Q,Adversity
3997,ACORN-F,Comfortable
3999,ACORN-F,Comfortable
4002,ACORN-H,Comfortable
4003,ACORN-E,Affluent
4004,ACORN-Q,Adversity
4005,ACORN-Q,Adversity
4006,ACORN-D,Affluent
4007,ACORN-D,Affluent
4009,ACORN-F,Comfortable
4010,ACORN-U,ACORN-U
4011,ACORN-O,Adversity
4013,ACORN-E,Affluent
4014,ACORN-E,Affluent
4015,ACORN-E,Affluent
4016,ACORN-D,Affluent
4017,ACORN-O,Adversity
4018,ACORN-Q,Adversity
4019,ACORN-Q,Adversity
4020,ACORN-E,Affluent
4022,ACORN-E,Affluent
4023,ACORN-F,Comfortable
4026,ACORN-D,Affluent
4027,ACORN-P,Adversity
4028,ACORN-Q,Adversity
4029,ACORN-C,Affluent
4030,ACORN-F,Comfortable
4032,ACORN-G,Comfortable
4033,ACORN-L,Adversity
4034,ACORN-A,Affluent
4036,ACORN-L,Adversity
4038,ACORN-E,Affluent
4039,ACORN-F,Comfortable
4040,ACORN-C,Affluent
4041,ACORN-E,Affluent
4042,ACORN-L,Adversity
4043,ACORN-M,Adversity
4044,ACORN-Q,Adversity
4045,ACORN-E,Affluent
4046,ACORN-E,Affluent
4047,ACORN-P,Adversity
4048,ACORN-H,Comfortable
4049,ACORN-G,Comfortable
4051,ACORN-D,Affluent
4052,ACORN-Q,Adversity
4055,ACORN-E,Affluent
4056,ACORN-Q,Adversity
4057,ACORN-N,Adversity
4058,ACORN-J,Comfortable
4059,ACORN-F,Comfortable
4060,ACORN-G,Comfortable
4061,ACORN-Q,Adversity
4063,ACORN-F,Comfortable
4064,ACORN-Q,Adversity
4067,ACORN-U,ACORN-U
4068,ACORN-E,Affluent
4069,ACORN-U,ACORN-U
4070,ACORN-D,Affluent
4071,ACORN-Q,Adversity
4072,ACORN-E,Affluent
4073,ACORN-E,Affluent
4074,ACORN-Q,Adversity
4075,ACORN-D,Affluent
4077,ACORN-K,Adversity
4078,ACORN-Q,Adversity
4079,ACORN-Q,Adversity
4080,ACORN-E,Affluent
4081,ACORN-H,Comfortable
4082,ACORN-E,Affluent
4084,ACORN-E,Affluent
4085,ACORN-O,Adversity
4086,ACORN-P,Adversity
4087,ACORN-E,Affluent
4088,ACORN-Q,Adversity
4089,ACORN-Q,Adversity
4090,ACORN-F,Comfortable
4092,ACORN-Q,Adversity
4093,ACORN-F,Comfortable
4094,ACORN-E,Affluent
4095,ACORN-H,Comfortable
4096,ACORN-E,Affluent
4097,ACORN-Q,Adversity
4098,ACORN-H,Comfortable
4099,ACORN-E,Affluent
4101,ACORN-Q,Adversity
4102,ACORN-E,Affluent
4103,ACORN-N,Adversity
4104,ACORN-Q,Adversity
4105,ACORN-E,Affluent
4108,ACORN-C,Affluent
4109,ACORN-Q,Adversity
4110,ACORN-Q,Adversity
4111,ACORN-D,Affluent
4112,ACORN-E,Affluent
4113,ACORN-L,Adversity
4114,ACORN-H,Comfortable
4115,ACORN-E,Affluent
4116,ACORN-E,Affluent
4117,ACORN-F,Comfortable
4119,ACORN-Q,Adversity
4120,ACORN-J,Comfortable
4121,ACORN-F,Comfortable
4123,ACORN-Q,Adversity
4124,ACORN-F,Comfortable
4125,ACORN-L,Adversity
4127,ACORN-F,Comfortable
4128,ACORN-N,Adversity
4129,ACORN-Q,Adversity
4130,ACORN-G,Comfortable
4131,ACORN-K,Adversity
4132,ACORN-E,Affluent
4133,ACORN-F,Comfortable
4134,ACORN-G,Comfortable
4135,ACORN-F,Comfortable
4136,ACORN-E,Affluent
4137,ACORN-E,Affluent
4138,ACORN-G,Comfortable
4139,ACORN-E,Affluent
4140,ACORN-Q,Adversity
4141,ACORN-K,Adversity
4142,ACORN-U,ACORN-U
4143,ACORN-E,Affluent
4145,ACORN-F,Comfortable
4146,ACORN-E,Affluent
4147,ACORN-H,Comfortable
4148,ACORN-E,Affluent
4150,ACORN-Q,Adversity
4151,ACORN-G,Comfortable
4153,ACORN-E,Affluent
4154,ACORN-Q,Adversity
4156,ACORN-Q,Adversity
4158,ACORN-E,Affluent
4160,ACORN-L,Adversity
4161,ACORN-Q,Adversity
4162,ACORN-E,Affluent
4163,ACORN-F,Comfortable
4164,ACORN-N,Adversity
4165,ACORN-O,Adversity
4166,ACORN-H,Comfortable
4167,ACORN-H,Comfortable
4168,ACORN-Q,Adversity
4169,ACORN-L,Adversity
4171,ACORN-E,Affluent
4172,ACORN-K,Adversity
4173,ACORN-E,Affluent
4174,ACORN-E,Affluent
4175,ACORN-F,Comfortable
4176,ACORN-E,Affluent
4177,ACORN-L,Adversity
4178,ACORN-D,Affluent
4179,ACORN-A,Affluent
4180,ACORN-Q,Adversity
4181,ACORN-E,Affluent
4182,ACORN-Q,Adversity
4183,ACORN-Q,Adversity
4185,ACORN-E,Affluent
4186,ACORN-K,Adversity
4187,ACORN-Q,Adversity
4188,ACORN-F,Comfortable
4190,ACORN-P,Adversity
4191,ACORN-E,Affluent
4192,ACORN-E,Affluent
4193,ACORN-D,Affluent
4194,ACORN-E,Affluent
4195,ACORN-E,Affluent
4196,ACORN-E,Affluent
4197,ACORN-F,Comfortable
4198,ACORN-D,Affluent
4199,ACORN-P,Adversity
4200,ACORN-N,Adversity
4201,ACORN-F,Comfortable
4202,ACORN-F,Comfortable
4203,ACORN-F,Comfortable
4204,ACORN-G,Comfortable
4205,ACORN-D,Affluent
4207,ACORN-L,Adversity
4208,ACORN-Q,Adversity
4209,ACORN-Q,Adversity
4210,ACORN-E,Affluent
4211,ACORN-E,Affluent
4212,ACORN-F,Comfortable
4213,ACORN-E,Affluent
4214,ACORN-H,Comfortable
4215,ACORN-U,ACORN-U
4216,ACORN-E,Affluent
4217,ACORN-F,Comfortable
4219,ACORN-E,Affluent
4220,ACORN-F,Comfortable
4221,ACORN-E,Affluent
4222,ACORN-H,Comfortable
4224,ACORN-L,Adversity
4225,ACORN-D,Affluent
4226,ACORN-F,Comfortable
4227,ACORN-E,Affluent
4228,ACORN-Q,Adversity
4230,ACORN-F,Comfortable
4232,ACORN-Q,Adversity
4233,ACORN-E,Affluent
4235,ACORN-F,Comfortable
4237,ACORN-F,Comfortable
4238,ACORN-E,Affluent
4240,ACORN-K,Adversity
4241,ACORN-K,Adversity
4242,ACORN-D,Affluent
4243,ACORN-O,Adversity
4244,ACORN-J,Comfortable
4247,ACORN-A,Affluent
4248,ACORN-L,Adversity
4249,ACORN-C,Affluent
4250,ACORN-K,Adversity
4251,ACORN-E,Affluent
4252,ACORN-E,Affluent
4253,ACORN-F,Comfortable
4254,ACORN-F,Comfortable
4255,ACORN-H,Comfortable
4256,ACORN-N,Adversity
4257,ACORN-F,Comfortable
4259,ACORN-L,Adversity
4261,ACORN-L,Adversity
4262,ACORN-H,Comfortable
4265,ACORN-N,Adversity
4266,ACORN-E,Affluent
4267,ACORN-F,Comfortable
4268,ACORN-Q,Adversity
4269,ACORN-E,Affluent
4271,ACORN-G,Comfortable
4272,ACORN-E,Affluent
4273,ACORN-L,Adversity
4274,ACORN-F,Comfortable
4275,ACORN-H,Comfortable
4276,ACORN-D,Affluent
4277,ACORN-H,Comfortable
4278,ACORN-E,Affluent
4279,ACORN-H,Comfortable
4280,ACORN-D,Affluent
4281,ACORN-Q,Adversity
4282,ACORN-F,Comfortable
4284,ACORN-F,Comfortable
4285,ACORN-F,Comfortable
4286,ACORN-N,Adversity
4287,ACORN-B,Affluent
4288,ACORN-F,Comfortable
4289,ACORN-E,Affluent
4290,ACORN-F,Comfortable
4291,ACORN-Q,Adversity
4292,ACORN-D,Affluent
4293,ACORN-Q,Adversity
4294,ACORN-E,Affluent
4295,ACORN-L,Adversity
4296,ACORN-F,Comfortable
4297,ACORN-H,Comfortable
4298,ACORN-E,Affluent
4299,ACORN-F,Comfortable
4300,ACORN-E,Affluent
4301,ACORN-F,Comfortable
4302,ACORN-Q,Adversity
4304,ACORN-F,Comfortable
4305,ACORN-Q,Adversity
4306,ACORN-L,Adversity
4308,ACORN-E,Affluent
4310,ACORN-F,Comfortable
4311,ACORN-D,Affluent
4312,ACORN-F,Comfortable
4313,ACORN-F,Comfortable
4314,ACORN-J,Comfortable
4316,ACORN-L,Adversity
4317,ACORN-E,Affluent
4319,ACORN-A,Affluent
4321,ACORN-H,Comfortable
4322,ACORN-H,Comfortable
4324,ACORN-Q,Adversity
4325,ACORN-E,Affluent
4326,ACORN-H,Comfortable
4327,ACORN-E,Affluent
4328,ACORN-E,Affluent
4329,ACORN-O,Adversity
4330,ACORN-E,Affluent
4332,ACORN-E,Affluent
4333,ACORN-Q,Adversity
4335,ACORN-Q,Adversity
4336,ACORN-C,Affluent
4337,ACORN-F,Comfortable
4338,ACORN-G,Comfortable
4339,ACORN-E,Affluent
4340,ACORN-D,Affluent
4341,ACORN-E,Affluent
4342,ACORN-E,Affluent
4343,ACORN-E,Affluent
4344,ACORN-I,Comfortable
4345,ACORN-E,Affluent
4348,ACORN-D,Affluent
4349,ACORN-E,Affluent
4351,ACORN-E,Affluent
4352,ACORN-E,Affluent
4353,ACORN-E,Affluent
4355,ACORN-E,Affluent
4356,ACORN-E,Affluent
4357,ACORN-Q,Adversity
4358,ACORN-Q,Adversity
4359,ACORN-N,Adversity
4360,ACORN-D,Affluent
4365,ACORN-M,Adversity
4367,ACORN-C,Affluent
4368,ACORN-F,Comfortable
4369,ACORN-C,Affluent
4370,ACORN-Q,Adversity
4371,ACORN-F,Comfortable
4372,ACORN-M,Adversity
4373,ACORN-E,Affluent
4375,ACORN-F,Comfortable
4376,ACORN-O,Adversity
4377,ACORN-E,Affluent
4378,ACORN-F,Comfortable
4379,ACORN-E,Affluent
4380,ACORN-E,Affluent
4382,ACORN-Q,Adversity
4383,ACORN-E,Affluent
4384,ACORN-Q,Adversity
4385,ACORN-D,Affluent
4386,ACORN-D,Affluent
4387,ACORN-A,Affluent
4388,ACORN-E,Affluent
4389,ACORN-D,Affluent
4390,ACORN-E,Affluent
4391,ACORN-H,Comfortable
4393,ACORN-Q,Adversity
