id,acorn,acorn-grouped,aff
3444,ACORN-Q,Adversity,0
3445,ACORN-B,Affluent,1
3447,ACORN-I,Comfortable,0
3459,ACORN-L,Adversity,0
3462,ACORN-O,Adversity,0
3465,ACORN-E,Affluent,1
3470,ACORN-G,Comfortable,0
3490,ACORN-H,Comfortable,0
3494,ACORN-H,Comfortable,0
3511,ACORN-C,Affluent,1
3512,ACORN-G,Comfortable,0
3520,ACORN-L,Adversity,0
3527,ACORN-H,Comfortable,0
3532,ACORN-H,Comfortable,0
